2015-05-11 23:48:42.7240|WARN|thread: 1|StandardUserErrors|Showing user error Failed to create a new commit.
2015-05-11 22:03:24.9122|INFO|thread: 5|StartupLogging| PATH: C:\ProgramData\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files\Hewlett-Packard\SimplePass\;C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit\;C:\Program Files\Microsoft SQL Server\110\Tools\Binn\;c:\Program Files (x86)\Microsoft SQL Server\110\Tools\Binn\;c:\Program Files\Microsoft SQL Server\110\DTS\Binn\;c:\Program Files (x86)\Microsoft SQL Server\110\Tools\Binn\ManagementStudio\;c:\Program Files (x86)\Microsoft SQL Server\110\DTS\Binn\;C:\Program Files (x86)\Skype\Phone\;C:\Program Files\TortoiseSVN\bin
2015-05-11 22:03:24.9278|INFO|thread: 5|StartupLogger|Proxy information: (None)
2015-05-11 22:03:24.9278|INFO|thread: 5|StartupLogger|Couldn't fetch creds for proxy
2015-05-11 22:03:25.0372|INFO|thread: 1|App|Checking whether application is network deployed.
2015-05-11 22:03:25.0528|INFO|thread: 5|PortablePackageManager|Already extracted PortableGit.7z, returning 100%
2015-05-11 22:03:25.1153|INFO|thread: 1|ClickOnceAppIconHelper|Updating registry with our application icon 'C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14\Images\App.ico'
2015-05-11 22:03:25.1466|INFO|thread: 5|MsysGitCertificateInstaller|Found certificate cache, loaded 162 certificates
2015-05-11 22:03:25.2404|INFO|thread: 5|MsysGitCertificateInstaller|Created certificate bundle with 180 entries
2015-05-11 22:03:27.4904|INFO|thread: 1|CommandLineToolsExtractor|Portable Git and Git LFS are already extracted
2015-05-11 22:03:27.4904|INFO|thread: 1|GitClient|Installing git lfs filters
2015-05-11 22:03:27.5060|INFO|thread: 1|GitEnvironment|Process set up with this SSH Agent info: (null):(null)
2015-05-11 22:03:27.5060|INFO|thread: 1|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:03:27.5060|INFO|thread: 1|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'lfs init ', Working Directory: C:\Users\carlos\AppData\Local\Temp\
2015-05-11 22:03:27.6311|INFO|thread: 1|ReactiveScreen|Activating GitHub.ViewModels.ShellViewModel.
2015-05-11 22:03:27.6311|INFO|thread: 1|ReactiveScreen|Activating GitHub.ViewModels.DashboardViewModel.
2015-05-11 22:03:28.7647|INFO|thread: 1|PortablePackageManager|Already extracted gitignore.7z, returning 100%
2015-05-11 22:03:30.3151|INFO|thread: 1|RepositoryHost|Log in from cache for login 'Tenorio9' to host 'https://api.github.com/' SUCCEEDED
2015-05-11 22:03:30.3619|INFO|thread:22|ApplicationShellInitializer|Running post login tasks. ~/.gitconfig is set up with user.name = 'Bernal Hernández B' and user.email = 'bhbarquero@gmail.com'
2015-05-11 22:03:30.3932|INFO|thread:10|SSHProcessManager|Starting ssh-agent.exe
2015-05-11 22:03:30.4088|INFO|thread:10|PortablePackageManager|Already extracted lfs-amd64.7z, returning 100%
2015-05-11 22:03:31.5026|INFO|thread:23|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:03:31.5026|INFO|thread:23|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:03:31.5182|INFO|thread:23|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\ssh-add.exe', Args: '"C:\Users\carlos\.ssh\github_rsa"', Working Directory: C:\Users\carlos\AppData\Local\Temp\
2015-05-11 22:03:31.7682|INFO|thread:10|SSHKeyHelper|Found existing SSH key pair
2015-05-11 22:03:35.2314|INFO|thread:10|SoftwareUpdateViewModel|Checking for new version
2015-05-11 22:03:36.3563|INFO|thread: 5|AsyncReaderWriterLock|Acquiring concurrent lock for operation 1: 'GetRecentBranchNames' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:36.3563|INFO|thread:13|AsyncReaderWriterLock|Acquired concurrent lock for operation 1: 'GetRecentBranchNames' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:36.3720|INFO|thread:24|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:03:36.3720|INFO|thread:24|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:03:36.3720|INFO|thread:24|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'log -g --abbrev-commit --pretty=oneline HEAD -n 2500 ', Working Directory: C:\xampp\htdocs\PHPDocumentos\
2015-05-11 22:03:36.9345|INFO|thread:10|AsyncReaderWriterLock|Released concurrent lock for operation 1: 'GetRecentBranchNames' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:37.0439|INFO|thread: 5|GitClient|Loading commits for repo: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:03:37.0751|INFO|thread: 5|RepositoryConnection|Loaded '5' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:03:38.2626|INFO|thread:16|RepositoryConnection|Loaded '0' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:03:38.2783|INFO|thread: 1|RepositoryViewModel|Refreshing all information for repo
2015-05-11 22:03:38.2939|INFO|thread:10|AsyncReaderWriterLock|Acquiring concurrent lock for operation 2: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:38.2939|INFO|thread: 5|AsyncReaderWriterLock|Acquired concurrent lock for operation 2: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:38.3876|INFO|thread:24|AsyncReaderWriterLock|Released concurrent lock for operation 2: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:38.4189|INFO|thread:16|AsyncReaderWriterLock|Acquiring concurrent lock for operation 3: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:38.4189|INFO|thread: 4|AsyncReaderWriterLock|Acquired concurrent lock for operation 3: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:38.4189|INFO|thread:25|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:03:38.4189|INFO|thread:25|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:03:38.4189|INFO|thread:25|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'status --untracked-files=all --porcelain -z ', Working Directory: C:\xampp\htdocs\PHPDocumentos\
2015-05-11 22:03:38.4345|INFO|thread:13|GitClient|Loading commits for repo: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:03:38.4345|INFO|thread:13|RepositoryConnection|Loaded '0' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:03:38.4501|INFO|thread:10|AsyncReaderWriterLock|Acquiring concurrent lock for operation 4: 'MergeStatus' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:38.4501|INFO|thread:16|AsyncReaderWriterLock|Acquired concurrent lock for operation 4: 'MergeStatus' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:38.5752|INFO|thread:26|AsyncReaderWriterLock|Released concurrent lock for operation 4: 'MergeStatus' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:38.7470|INFO|thread:13|AsyncReaderWriterLock|Acquiring concurrent lock for operation 5: 'GetBranch' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:38.7470|INFO|thread:13|AsyncReaderWriterLock|Acquired concurrent lock for operation 5: 'GetBranch' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:38.7783|INFO|thread:10|AsyncReaderWriterLock|Released concurrent lock for operation 3: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:38.7939|INFO|thread: 4|GitClient|Loading commits for repo: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:03:38.7939|INFO|thread:10|AsyncReaderWriterLock|Acquiring concurrent lock for operation 6: 'GetUniqueCommits' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:38.7939|INFO|thread:10|AsyncReaderWriterLock|Acquired concurrent lock for operation 6: 'GetUniqueCommits' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:38.7939|INFO|thread: 4|RepositoryConnection|Loaded '18' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:03:39.0595|INFO|thread:27|AsyncReaderWriterLock|Released concurrent lock for operation 5: 'GetBranch' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:39.0751|INFO|thread:28|AsyncReaderWriterLock|Released concurrent lock for operation 6: 'GetUniqueCommits' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:41.0386|INFO|thread: 1|SyncButtonViewModel|Getting ahead/behind counts but skipping the fetch.
2015-05-11 22:03:41.0586|INFO|thread:27|RepositoryConnection|Detecting ahead/behind info for branch: master.
2015-05-11 22:03:41.0716|INFO|thread:27|RepositoryConnection|branch stats: ahead 0, behind 0
2015-05-11 22:03:41.1076|INFO|thread: 1|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:03:41.1076|INFO|thread: 1|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:03:41.1076|INFO|thread: 1|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'diff-tree --root -m -r -z --name-status 4a8a4c2b01462a0f25ff72c7518b5b8b005e098b ', Working Directory: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:03:41.1166|INFO|thread: 1|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:03:41.1166|INFO|thread: 1|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:03:41.1166|INFO|thread: 1|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'diff-tree --root -m -r -z --numstat 4a8a4c2b01462a0f25ff72c7518b5b8b005e098b ', Working Directory: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:03:41.1486|INFO|thread: 1|SyncButtonViewModel|Getting ahead/behind counts and running a full fetch.
2015-05-11 22:03:41.1486|INFO|thread:26|AsyncReaderWriterLock|Acquiring concurrent lock for operation 7: 'FetchFromUpstreamRemote' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:41.1486|INFO|thread:26|AsyncReaderWriterLock|Acquired concurrent lock for operation 7: 'FetchFromUpstreamRemote' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:41.1636|INFO|thread:25|AsyncReaderWriterLock|Released concurrent lock for operation 7: 'FetchFromUpstreamRemote' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:41.1636|INFO|thread:23|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:03:41.1636|INFO|thread:23|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:03:41.1636|INFO|thread:23|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'fetch origin --prune ', Working Directory: C:\xampp\htdocs\PHPDocumentos\
2015-05-11 22:03:42.8051|INFO|thread:16|RepositoryConnection|Detecting ahead/behind info for branch: master.
2015-05-11 22:03:42.8051|INFO|thread:16|RepositoryConnection|branch stats: ahead 0, behind 0
2015-05-11 22:03:51.7998|INFO|thread: 1|RepositoryHost|Log in from cache for login 'Tenorio9' to host 'https://api.github.com/' SUCCEEDED
2015-05-11 22:03:51.7998|INFO|thread: 1|SyncButtonViewModel|Starting sync for C:\xampp\htdocs\PHPDocumentos - master
2015-05-11 22:03:51.8177|INFO|thread:23|AsyncReaderWriterLock|Acquiring exclusive lock for operation 8: 'SyncBranch' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:51.8177|INFO|thread:10|AsyncReaderWriterLock|Acquired exclusive lock for operation 8: 'SyncBranch' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:51.8481|INFO|thread:21|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:03:51.8481|INFO|thread:21|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:03:51.8481|INFO|thread:21|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'pull --progress --rebase --prune origin master ', Working Directory: C:\xampp\htdocs\PHPDocumentos\
2015-05-11 22:03:57.8536|INFO|thread:23|AsyncReaderWriterLock|Released exclusive lock for operation 8: 'SyncBranch' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:57.8536|INFO|thread: 1|SyncButtonViewModel|Completing sync for C:\xampp\htdocs\PHPDocumentos - master
2015-05-11 22:03:57.8536|INFO|thread:16|AsyncReaderWriterLock|Acquiring concurrent lock for operation 9: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:57.8536|INFO|thread:16|AsyncReaderWriterLock|Acquired concurrent lock for operation 9: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:57.9016|INFO|thread:21|AsyncReaderWriterLock|Released concurrent lock for operation 9: 'LoadHeadForRepo' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:57.9016|INFO|thread:13|AsyncReaderWriterLock|Acquiring concurrent lock for operation 10: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:57.9016|INFO|thread:26|AsyncReaderWriterLock|Acquired concurrent lock for operation 10: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:57.9087|INFO|thread:10|GitClient|Loading commits for repo: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:03:57.9087|INFO|thread:18|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:03:57.9087|INFO|thread:18|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
2015-05-11 22:03:57.9087|INFO|thread:18|ProcessWrapper|Starting: Process - FileName: 'C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'status --untracked-files=all --porcelain -z ', Working Directory: C:\xampp\htdocs\PHPDocumentos\
2015-05-11 22:03:57.9247|INFO|thread:10|RepositoryConnection|Loaded '0' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:03:57.9247|INFO|thread:10|GitClient|Loading commits for repo: C:\xampp\htdocs\PHPDocumentos
2015-05-11 22:03:57.9247|INFO|thread:10|RepositoryConnection|Loaded '18' commits for repo: C:\xampp\htdocs\PHPDocumentos\.
2015-05-11 22:03:57.9667|INFO|thread:16|AsyncReaderWriterLock|Released concurrent lock for operation 10: 'LoadFilesInWorkingDirectory' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:03:58.0437|INFO|thread: 1|SyncButtonViewModel|Getting ahead/behind counts but skipping the fetch.
2015-05-11 22:03:58.0437|INFO|thread:16|RepositoryConnection|Detecting ahead/behind info for branch: master.
2015-05-11 22:03:58.0497|INFO|thread:16|RepositoryConnection|branch stats: ahead 0, behind 0
2015-05-11 22:04:12.4378|INFO|thread: 1|RepositoryHost|Log in from cache for login 'Tenorio9' to host 'https://api.github.com/' SUCCEEDED
2015-05-11 22:04:12.4398|INFO|thread: 1|SyncButtonViewModel|Starting sync for C:\xampp\htdocs\PHPDocumentos - master
2015-05-11 22:04:12.4398|INFO|thread:10|AsyncReaderWriterLock|Acquiring exclusive lock for operation 11: 'SyncBranch' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:12.4398|INFO|thread: 5|AsyncReaderWriterLock|Acquired exclusive lock for operation 11: 'SyncBranch' on resource C:\xampp\htdocs\PHPDocumentos\.git
2015-05-11 22:04:12.4398|INFO|thread:22|GitEnvironment|Process set up with this SSH Agent info: 5592:/tmp/ssh-OAfWLV4rFCx5/agent.5456
2015-05-11 22:04:12.4398|INFO|thread:22|GitEnvironment|PATH is C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;C:\Users\carlos\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;C:\Users\carlos\AppData\Local\Apps\2.0\QWOZBM97.CX8\NMBHY1R1.P7T\gith..tion_317444273a93ac29_0002.000d_6a9b565322d28a14;C:\Users\carlos\AppData\Local\GitHub\lfs-amd64_0.5.0-pre2;C:\Program Files (x86)\MSBuild\12.0\bin;C:\Windows\System32
